nu_cm-1,alpha
1953.600,5.181999e-04
1953.650,2.226725e-04
1953.700,3.825554e-04
1953.750,1.940306e-03
1953.800,2.360923e-04
1953.850,8.279833e-05
1953.900,4.533940e-05
1953.950,2.996931e-05
1954.000,2.188271e-05
1954.050,1.698146e-05
1954.100,1.373443e-05
1954.150,1.145209e-05
1954.200,9.783595e-06
1954.250,8.539003e-06
1954.300,7.626233e-06
1954.350,7.077715e-06
1954.400,7.559812e-06
1954.450,1.575266e-05
1954.500,6.906101e-06
1954.550,5.249166e-06
1954.600,4.726197e-06
1954.650,4.508833e-06
1954.700,4.523808e-06
1954.750,4.946723e-06
1954.800,6.621628e-06
1954.850,1.591786e-05
1954.900,8.960842e-05
1954.950,1.350339e-05
1955.000,5.737121e-06
1955.050,3.986795e-06
1955.100,3.299384e-06
1955.150,2.946028e-06
1955.200,2.743644e-06
1955.250,2.660792e-06
1955.300,2.982051e-06
1955.350,3.780891e-06
1955.400,2.476078e-06
1955.450,2.278523e-06
1955.500,2.201314e-06
1955.550,2.165899e-06
1955.600,2.185885e-06
1955.650,2.552133e-06
1955.700,3.056361e-06
1955.750,2.182914e-06
1955.800,2.111902e-06
1955.850,2.177713e-06
1955.900,2.735108e-06
1955.950,4.011807e-06
1956.000,2.302544e-06
1956.050,2.124357e-06
1956.100,2.100809e-06
1956.150,2.122954e-06
1956.200,2.184345e-06
1956.250,2.327670e-06
1956.300,2.828668e-06
1956.350,8.036051e-06
1956.400,4.077457e-06
1956.450,2.709352e-06
1956.500,2.585198e-06
1956.550,2.653692e-06
1956.600,2.829447e-06
1956.650,3.151566e-06
1956.700,3.799331e-06
1956.750,5.565600e-06
1956.800,1.074073e-05
1956.850,6.062888e-05
1956.900,2.664741e-05
1956.950,7.831185e-06
1957.000,4.971285e-06
1957.050,4.160311e-06
1957.100,3.901869e-06
1957.150,3.864423e-06
1957.200,3.945034e-06
1957.250,4.107412e-06
1957.300,4.341388e-06
1957.350,4.651216e-06
1957.400,5.053775e-06
1957.450,5.583115e-06
1957.500,6.304323e-06
1957.550,7.349827e-06
1957.600,9.024717e-06
1957.650,1.218019e-05
1957.700,2.004080e-05
1957.750,5.424047e-05
1957.800,3.708071e-04
1957.850,6.586711e-05
1957.900,3.179951e-05
1957.950,2.672268e-05
1958.000,1.919857e-05
1958.050,2.006392e-05
1958.100,2.366506e-05
1958.150,3.098309e-05
1958.200,4.867482e-05
1958.250,1.337935e-04
1958.300,4.197833e-04
1958.350,1.061639e-04
1958.400,1.066259e-04
1958.450,1.643594e-04
1958.500,3.374834e-04
1958.550,1.148072e-03
1958.600,1.056112e-02
1958.650,1.534838e-03
1958.700,1.776161e-03
1958.750,7.721371e-04
1958.800,2.091662e-04
1958.850,1.052020e-04
1958.900,6.560265e-05
1958.950,4.555826e-05
1959.000,3.381140e-05
1959.050,2.628047e-05
1959.100,2.115162e-05
1959.150,1.750911e-05
1959.200,1.485166e-05
1959.250,1.289640e-05
1959.300,1.150034e-05
1959.350,1.066113e-05
1959.400,1.068533e-05
1959.450,1.335062e-05
1959.500,3.786543e-05
1959.550,5.806444e-05
1959.600,1.464523e-05
1959.650,8.152190e-06
1959.700,6.321049e-06
1959.750,5.430270e-06
1959.800,4.873426e-06
1959.850,4.479276e-06
1959.900,4.186785e-06
1959.950,3.985450e-06
1960.000,3.973012e-06
1960.050,5.492744e-06
1960.100,4.195287e-06
1960.150,3.399151e-06
1960.200,3.183502e-06
1960.250,3.072760e-06
1960.300,3.061653e-06
1960.350,3.780744e-06
1960.400,3.443954e-06
1960.450,2.825816e-06
1960.500,2.702985e-06
1960.550,2.644966e-06
1960.600,2.619388e-06
1960.650,2.684426e-06
1960.700,2.822739e-06
1960.750,2.585957e-06
1960.800,2.563659e-06
1960.850,2.576833e-06
1960.900,2.613351e-06
1960.950,2.678086e-06
1961.000,2.785329e-06
1961.050,2.966951e-06
1961.100,3.304000e-06
1961.150,4.082054e-06
1961.200,7.551712e-06
1961.250,1.268665e-05
1961.300,2.336524e-05
1961.350,8.754580e-05
1961.400,1.377413e-05
1961.450,6.124741e-06
1961.500,4.320222e-06
1961.550,3.665963e-06
1961.600,3.386071e-06
1961.650,3.267774e-06
1961.700,3.234636e-06
1961.750,3.254606e-06
1961.800,3.313338e-06
1961.850,3.404881e-06
1961.900,3.528123e-06
1961.950,3.685595e-06
1962.000,3.883573e-06
1962.050,4.133487e-06
1962.100,4.455517e-06
1962.150,4.887664e-06
1962.200,5.512678e-06
1962.250,6.568739e-06
1962.300,9.271683e-06
1962.350,2.658160e-05
1962.400,1.506665e-05
1962.450,1.992280e-05
1962.500,4.959824e-05
1962.550,3.547351e-04
1962.600,9.099718e-05
1962.650,2.809266e-05
1962.700,1.842163e-05
1962.750,1.737848e-05
1962.800,2.120200e-05
1962.850,3.564344e-05
1962.900,1.188268e-04
1962.950,4.812965e-04
1963.000,7.709682e-05
1963.050,3.493310e-05
1963.100,2.486724e-05
1963.150,2.338812e-05
1963.200,2.486662e-05
1963.250,2.837311e-05
1963.300,3.407855e-05
1963.350,4.287391e-05
1963.400,5.671298e-05
1963.450,7.984612e-05
1963.500,1.227288e-04
1963.550,2.177464e-04
1963.600,5.233875e-04
1963.650,3.014638e-03
1963.700,4.471203e-03
1963.750,5.474647e-03
1963.800,8.208947e-04
1963.850,3.068212e-04
1963.900,1.604391e-04
1963.950,9.956254e-05
1964.000,6.925985e-05
1964.050,5.462681e-05
1964.100,6.642975e-05
1964.150,1.041617e-04
1964.200,3.437288e-05
1964.250,2.319105e-05
1964.300,1.838358e-05
1964.350,1.535541e-05
1964.400,1.317937e-05
1964.450,1.152065e-05
1964.500,1.022066e-05
1964.550,9.242242e-06
1964.600,8.562300e-06
1964.650,7.576998e-06
1964.700,6.933459e-06
1964.750,6.407107e-06
1964.800,5.963460e-06
1964.850,5.588905e-06
1964.900,5.281159e-06
1964.950,5.072657e-06
1965.000,5.365243e-06
1965.050,5.750148e-06
1965.100,4.471861e-06
1965.150,4.193409e-06
1965.200,4.026466e-06
1965.250,3.902822e-06
1965.300,3.810587e-06
1965.350,3.748859e-06
1965.400,3.722680e-06
1965.450,3.745760e-06
1965.500,3.858275e-06
1965.550,4.333739e-06
1965.600,4.560939e-06
1965.650,5.565082e-06
1965.700,8.928725e-06
1965.750,2.878608e-05
1965.800,8.632931e-05
1965.850,1.436960e-05
1965.900,6.788881e-06
1965.950,5.015922e-06
1966.000,4.797776e-06
1966.050,9.339581e-06
1966.100,7.036684e-06
1966.150,3.984153e-06
1966.200,3.535860e-06
1966.250,3.399351e-06
1966.300,3.358088e-06
1966.350,3.364791e-06
1966.400,3.405607e-06
1966.450,3.478316e-06
1966.500,3.588835e-06
1966.550,3.755908e-06
1966.600,4.033325e-06
1966.650,4.618812e-06
1966.700,6.754559e-06
1966.750,2.424860e-05
1966.800,8.331021e-06
1966.850,5.771854e-06
1966.900,5.652836e-06
1966.950,6.075026e-06
1967.000,6.893751e-06
1967.050,8.324434e-06
1967.100,1.081307e-05
1967.150,1.632003e-05
1967.200,3.322721e-05
1967.250,1.370269e-04
1967.300,3.317943e-04
1967.350,5.380156e-05
1967.400,2.877663e-05
1967.450,3.109410e-05
1967.500,6.564715e-05
1967.550,4.367656e-04
1967.600,1.640529e-04
1967.650,4.098783e-05
1967.700,2.170551e-05
1967.750,1.584081e-05
1967.800,1.363800e-05
1967.850,1.291725e-05
1967.900,1.302365e-05
1967.950,1.395965e-05
1968.000,1.664906e-05
1968.050,1.630314e-05
1968.100,1.812904e-05
1968.150,2.092977e-05
1968.200,2.528183e-05
1968.250,3.243673e-05
1968.300,3.799232e-05
1968.350,5.014396e-05
1968.400,7.220513e-05
1968.450,1.203726e-04
1968.500,2.738914e-04
1968.550,1.537076e-03
1968.600,1.237228e-03
1968.650,3.785287e-04
1968.700,5.092724e-04
1968.750,9.653869e-04
1968.800,5.968746e-03
1968.850,5.288473e-03
1968.900,8.626263e-04
1968.950,3.294931e-04
1969.000,1.735743e-04
1969.050,1.076475e-04
1969.100,7.366520e-05
1969.150,5.384135e-05
1969.200,4.125602e-05
1969.250,3.276010e-05
1969.300,2.675194e-05
1969.350,2.234632e-05
1969.400,1.902172e-05
1969.450,1.645557e-05
1969.500,1.444273e-05
1969.550,1.285995e-05
1969.600,1.171182e-05
1969.650,1.231925e-05
1969.700,1.007888e-05
1969.750,8.902594e-06
1969.800,8.248157e-06
1969.850,7.851933e-06
1969.900,7.679197e-06
1969.950,7.238119e-06
1970.000,7.279796e-06
1970.050,7.871102e-06
1970.100,1.004487e-05
1970.150,2.044426e-05
1970.200,1.152662e-04
1970.250,2.723930e-05
1970.300,1.034583e-05
1970.350,6.968969e-06
1970.400,5.725784e-06
1970.450,5.107916e-06
1970.500,4.744530e-06
1970.550,4.510431e-06
1970.600,4.355860e-06
1970.650,4.262255e-06
1970.700,4.233009e-06
1970.750,4.312583e-06
1970.800,4.735360e-06
1970.850,7.983234e-06
1970.900,1.120781e-05
1970.950,5.166929e-06
1971.000,4.849646e-06
1971.050,5.800538e-06
1971.100,1.403153e-05
1971.150,1.407327e-05
1971.200,5.914302e-06
1971.250,4.917582e-06
1971.300,4.809485e-06
1971.350,5.105479e-06
1971.400,6.427614e-06
1971.450,1.638852e-05
1971.500,8.141066e-06
1971.550,6.239740e-06
1971.600,6.318629e-06
1971.650,6.901431e-06
1971.700,7.927352e-06
1971.750,9.650411e-06
1971.800,1.279530e-05
1971.850,1.962297e-05
1971.900,4.032603e-05
1971.950,1.744179e-04
1972.000,3.102065e-04
1972.050,7.167610e-05
1972.100,9.484351e-05
1972.150,6.121615e-04
1972.200,1.560408e-04
1972.250,4.344269e-05
1972.300,2.473962e-05
1972.350,1.559044e-05
1972.400,1.224711e-05
1972.450,1.067158e-05
1972.500,9.899872e-06
1972.550,9.581254e-06
1972.600,9.560723e-06
1972.650,9.765922e-06
1972.700,1.016647e-05
1972.750,1.075784e-05
1972.800,1.155567e-05
1972.850,1.259615e-05
1972.900,1.394188e-05
1972.950,1.569575e-05
1973.000,1.803081e-05
1973.050,2.126034e-05
1973.100,2.603417e-05
1973.150,3.409744e-05
1973.200,5.357794e-05
1973.250,1.786885e-04
1973.300,1.076522e-04
1973.350,1.582350e-04
1973.400,4.617302e-04
1973.450,3.670140e-03
1973.500,6.735182e-04
1973.550,2.144653e-04
1973.600,1.456984e-04
1973.650,1.489990e-04
1973.700,1.988360e-04
1973.750,3.336404e-04
1973.800,7.574581e-04
1973.850,3.261974e-03
1973.900,1.514820e-02
1973.950,1.659125e-03
1974.000,5.216641e-04
1974.050,2.517240e-04
1974.100,1.485993e-04
1974.150,9.876067e-05
1974.200,7.106716e-05
1974.250,5.549597e-05
1974.300,4.280749e-05
1974.350,3.463382e-05
1974.400,2.936625e-05
1974.450,2.629437e-05
1974.500,2.662408e-05
1974.550,4.298051e-05
1974.600,1.336370e-04
1974.650,3.042765e-05
1974.700,1.754724e-05
1974.750,1.372156e-05
1974.800,1.175666e-05
1974.850,1.046720e-05
1974.900,9.515395e-06
1974.950,8.769091e-06
1975.000,8.164751e-06
1975.050,7.667544e-06
1975.100,7.257343e-06
1975.150,6.923829e-06
1975.200,6.667597e-06
1975.250,6.527146e-06
1975.300,6.469043e-06
1975.350,6.713072e-06
1975.400,8.220868e-06
1975.450,2.219134e-05
1975.500,1.316217e-05
1975.550,8.133699e-06
1975.600,1.142950e-05
1975.650,2.657469e-05
1975.700,1.010253e-05
1975.750,6.375084e-06
1975.800,5.642581e-06
1975.850,5.402779e-06
1975.900,5.333058e-06
1975.950,5.356489e-06
1976.000,5.454294e-06
1976.050,5.638740e-06
1976.100,6.049334e-06
1976.150,6.395997e-06
1976.200,6.886069e-06
1976.250,8.528292e-06
1976.300,1.306461e-05
1976.350,1.023115e-05
1976.400,1.165333e-05
1976.450,1.514969e-05
1976.500,2.244109e-05
1976.550,4.144549e-05
1976.600,1.267561e-04
1976.650,6.219233e-04
1976.700,3.972333e-04
1976.750,3.747030e-04
1976.800,7.237674e-05
1976.850,3.201138e-05
1976.900,1.967450e-05
1976.950,1.434704e-05
1977.000,1.161330e-05
1977.050,1.007575e-05
1977.100,9.177123e-06
1977.150,8.660389e-06
1977.200,8.395344e-06
1977.250,8.312748e-06
1977.300,8.376346e-06
1977.350,8.570525e-06
1977.400,8.895781e-06
1977.450,9.369970e-06
1977.500,1.003759e-05
1977.550,1.099828e-05
1977.600,1.249899e-05
1977.650,1.531117e-05
1977.700,2.308697e-05
1977.750,7.532616e-05
1977.800,8.743838e-05
1977.850,2.894072e-05
1977.900,2.421468e-05
1977.950,2.589412e-05
1978.000,3.056817e-05
1978.050,3.880696e-05
1978.100,5.354357e-05
1978.150,8.343976e-05
1978.200,1.605248e-04
1978.250,4.832189e-04
1978.300,3.886927e-03
1978.350,8.479477e-04
1978.400,2.266421e-04
1978.450,1.208323e-04
1978.500,9.085834e-05
1978.550,8.554873e-05
1978.600,9.407960e-05
1978.650,1.166708e-04
1978.700,1.615148e-04
1978.750,2.533125e-04
1978.800,4.746280e-04
1978.850,1.224974e-03
1978.900,7.110616e-03
1978.950,9.643464e-03
1979.000,1.424534e-03
1979.050,5.163644e-04
1979.100,2.643396e-04
1979.150,1.608782e-04
1979.200,1.086259e-04
1979.250,7.861789e-05
1979.300,5.982386e-05
1979.350,4.727620e-05
1979.400,3.844186e-05
1979.450,3.205027e-05
1979.500,2.729070e-05
1979.550,2.369645e-05
1979.600,2.101735e-05
1979.650,1.925271e-05
1979.700,1.924395e-05
1979.750,3.056014e-05
1979.800,3.466585e-05
1979.850,1.591778e-05
1979.900,1.296344e-05
1979.950,1.133308e-05
1980.000,1.034096e-05
1980.050,9.650258e-06
1980.100,9.125928e-06
1980.150,8.741800e-06
1980.200,8.547742e-06
1980.250,9.010083e-06
1980.300,1.147825e-05
1980.350,1.032265e-05
1980.400,2.130158e-05
1980.450,1.182166e-05
1980.500,8.080488e-06
1980.550,7.458004e-06
1980.600,7.301329e-06
1980.650,7.324713e-06
1980.700,7.476112e-06
1980.750,7.758862e-06
1980.800,8.205309e-06
1980.850,8.879814e-06
1980.900,9.899004e-06
1980.950,1.148067e-05
1981.000,1.406308e-05
1981.050,1.863237e-05
1981.100,2.779968e-05
1981.150,5.047228e-05
1981.200,1.344104e-04
1981.250,8.735832e-04
1981.300,5.668307e-04
1981.350,1.069763e-04
1981.400,4.434124e-05
1981.450,2.566637e-05
1981.500,1.777037e-05
1981.550,1.375117e-05
1981.600,1.146689e-05
1981.650,1.008034e-05
1981.700,9.211569e-06
1981.750,8.670064e-06
1981.800,8.354703e-06
1981.850,8.212180e-06
1981.900,8.219695e-06
1981.950,8.380905e-06
1982.000,8.735183e-06
1982.050,9.395008e-06
1982.100,1.067825e-05
1982.150,1.369503e-05
1982.200,2.449988e-05
1982.250,1.207314e-04
1982.300,6.032128e-05
1982.350,2.035383e-05
1982.400,1.473893e-05
1982.450,1.356144e-05
1982.500,1.368115e-05
1982.550,1.445098e-05
1982.600,1.573707e-05
1982.650,1.766822e-05
1982.700,2.036328e-05
1982.750,2.354488e-05
1982.800,2.858547e-05
1982.850,3.638199e-05
1982.900,4.940801e-05
1982.950,7.396304e-05
1983.000,1.300290e-04
1983.050,3.108370e-04
1983.100,1.578181e-03
1983.150,2.712524e-03
1983.200,4.200086e-04
1983.250,2.101177e-04
1983.300,1.828282e-04
1983.350,8.650699e-05
1983.400,6.877232e-05
1983.450,6.410832e-05
1983.500,6.751989e-05
1983.550,7.715032e-05
1983.600,9.447963e-05
1983.650,1.240209e-04
1983.700,1.755958e-04
1983.750,2.754454e-04
1983.800,5.048202e-04
1983.850,1.227620e-03
1983.900,5.923298e-03
1983.950,1.698629e-02
1984.000,2.081648e-03
1984.050,7.196534e-04
1984.100,3.498543e-04
1984.150,2.063562e-04
1984.200,1.375259e-04
1984.250,1.016256e-04
1984.300,7.471024e-05
1984.350,5.834223e-05
1984.400,4.748855e-05
1984.450,4.160865e-05
1984.500,3.348879e-05
1984.550,2.855625e-05
1984.600,2.490643e-05
1984.650,2.204240e-05
1984.700,1.974820e-05
1984.750,1.788837e-05
1984.800,1.637061e-05
1984.850,1.513147e-05
1984.900,1.413076e-05
1984.950,1.335489e-05
1985.000,1.284646e-05
1985.050,1.288672e-05
1985.100,1.613085e-05
1985.150,2.641218e-05
1985.200,1.286000e-05
1985.250,1.151442e-05
1985.300,1.131685e-05
1985.350,1.153790e-05
1985.400,1.213200e-05
1985.450,1.322487e-05
1985.500,1.512413e-05
1985.550,1.852365e-05
1985.600,2.519494e-05
1985.650,4.085385e-05
1985.700,9.365644e-05
1985.750,5.076311e-04
1985.800,4.188662e-04
1985.850,2.986207e-04
1985.900,4.515065e-04
1985.950,8.326735e-05
1986.000,3.674872e-05
1986.050,2.286274e-05
1986.100,1.679425e-05
1986.150,1.358791e-05
1986.200,1.170394e-05
1986.250,1.053255e-05
1986.300,9.795288e-06
1986.350,9.357301e-06
1986.400,9.160617e-06
1986.450,9.206239e-06
1986.500,9.575059e-06
1986.550,1.053367e-05
1986.600,1.299271e-05
1986.650,2.136186e-05
1986.700,8.202765e-05
1986.750,1.024451e-04
1986.800,2.358482e-05
1986.850,1.411106e-05
1986.900,1.201166e-05
1986.950,1.073160e-05
1987.000,1.048521e-05
1987.050,1.060754e-05
1987.100,1.095964e-05
1987.150,1.150564e-05
1987.200,1.225265e-05
1987.250,1.324126e-05
1987.300,1.455888e-05
1987.350,1.642131e-05
1987.400,1.925063e-05
1987.450,2.326457e-05
1987.500,3.296396e-05
1987.550,8.134272e-05
1987.600,1.227750e-04
1987.650,5.621898e-05
1987.700,6.290737e-05
1987.750,9.185468e-05
1987.800,1.665191e-04
1987.850,4.328973e-04
1987.900,2.673060e-03
1987.950,2.101548e-03
1988.000,3.944995e-04
1988.050,1.610759e-04
1988.100,9.458533e-05
1988.150,6.903826e-05
1988.200,5.918720e-05
1988.250,5.412715e-05
1988.300,7.307527e-05
1988.350,5.841374e-05
1988.400,5.734832e-05
1988.450,6.454970e-05
1988.500,7.758211e-05
1988.550,9.356441e-05
1988.600,1.213138e-04
1988.650,1.673343e-04
1988.700,2.498820e-04
1988.750,4.189642e-04
1988.800,8.523033e-04
1988.850,2.579445e-03
1988.900,2.129644e-02
1988.950,6.702432e-03
1989.000,1.429335e-03
1989.050,5.916371e-04
1989.100,3.217250e-04
1989.150,2.025616e-04
1989.200,1.397733e-04
1989.250,1.027184e-04
1989.300,7.905966e-05
1989.350,6.305957e-05
1989.400,5.175887e-05
1989.450,4.350807e-05
1989.500,3.733181e-05
1989.550,3.262827e-05
1989.600,2.901882e-05
1989.650,2.627672e-05
1989.700,2.432724e-05
1989.750,2.349856e-05
1989.800,2.813051e-05
1989.850,3.319504e-05
1989.900,2.197348e-05
1989.950,2.134557e-05
1990.000,2.275281e-05
1990.050,2.652458e-05
1990.100,3.543579e-05
1990.150,6.051299e-05
1990.200,1.755662e-04
1990.250,1.108142e-03
1990.300,2.026304e-04
1990.350,9.045489e-05
1990.400,1.427245e-04
1990.450,7.774247e-04
1990.500,1.520111e-04
1990.550,5.024477e-05
1990.600,2.847799e-05
1990.650,2.030412e-05
1990.700,1.630548e-05
1990.750,1.405994e-05
1990.800,1.272378e-05
1990.850,1.196105e-05
1990.900,1.166370e-05
1990.950,1.190853e-05
1991.000,1.313225e-05
1991.050,1.722281e-05
1991.100,3.404307e-05
1991.150,1.893305e-04
1991.200,5.603282e-05
1991.250,1.992481e-05
1991.300,1.345696e-05
1991.350,1.139678e-05
1991.400,1.049453e-05
1991.450,1.016858e-05
1991.500,1.014957e-05
1991.550,1.037081e-05
1991.600,1.086292e-05
1991.650,1.178427e-05
1991.700,1.363709e-05
1991.750,1.838701e-05
1991.800,3.921588e-05
1991.850,1.737105e-04
1991.900,4.051429e-05
1991.950,2.161619e-05
1992.000,2.176530e-05
1992.050,2.836275e-05
1992.100,2.210961e-05
1992.150,1.967740e-05
1992.200,2.116241e-05
1992.250,2.401072e-05
1992.300,2.845735e-05
1992.350,3.704392e-05
1992.400,4.565496e-05
1992.450,6.247932e-05
1992.500,1.029289e-04
1992.550,1.801462e-04
1992.600,3.818187e-04
1992.650,1.794239e-03
1992.700,4.140042e-03
1992.750,5.861628e-04
1992.800,2.110724e-04
1992.850,1.134043e-04
1992.900,7.537038e-05
1992.950,5.744627e-05
1993.000,4.827931e-05
1993.050,4.368065e-05
1993.100,4.186629e-05
1993.150,4.203538e-05
1993.200,4.386796e-05
1993.250,4.733650e-05
1993.300,5.265165e-05
1993.350,6.029024e-05
1993.400,7.111576e-05
1993.450,8.676719e-05
1993.500,1.092989e-04
1993.550,1.439068e-04
1993.600,2.006179e-04
1993.650,3.021634e-04
1993.700,5.109869e-04
1993.750,1.051808e-03
1993.800,3.260532e-03
1993.850,2.739268e-02
1993.900,7.311254e-03
1993.950,1.632425e-03
1994.000,6.867277e-04
1994.050,3.766676e-04
1994.100,2.386948e-04
1994.150,1.657888e-04
1994.200,1.228424e-04
1994.250,9.566103e-05
1994.300,7.768254e-05
1994.350,6.565883e-05
1994.400,5.820059e-05
1994.450,5.696583e-05
1994.500,7.698725e-05
1994.550,6.075743e-05
1994.600,8.277998e-05
1994.650,2.057881e-04
1994.700,1.215831e-03
1994.750,2.281703e-04
1994.800,8.466061e-05
1994.850,6.172816e-05
1994.900,7.505612e-05
1994.950,2.031186e-04
1995.000,7.671213e-04
1995.050,1.248108e-04
1995.100,5.012138e-05
1995.150,3.151461e-05
1995.200,2.426421e-05
1995.250,2.054542e-05
1995.300,1.831857e-05
1995.350,1.739841e-05
1995.400,1.786698e-05
1995.450,2.125362e-05
1995.500,3.748500e-05
1995.550,1.903779e-04
1995.600,6.972364e-05
1995.650,2.443563e-05
1995.700,1.653478e-05
1995.750,1.397018e-05
1995.800,1.300346e-05
1995.850,1.288842e-05
1995.900,1.376371e-05
1995.950,1.808594e-05
1996.000,2.399559e-05
1996.050,6.768115e-05
1996.100,1.548333e-04
1996.150,3.259643e-05
1996.200,1.755460e-05
1996.250,1.383196e-05
1996.300,1.251609e-05
1996.350,1.205533e-05
1996.400,1.209517e-05
1996.450,1.330606e-05
1996.500,1.352132e-05
1996.550,1.315250e-05
1996.600,1.403748e-05
1996.650,1.639232e-05
1996.700,2.938498e-05
1996.750,3.093190e-05
1996.800,2.230980e-05
1996.850,2.076371e-05
1996.900,2.129441e-05
1996.950,2.375160e-05
1997.000,2.748003e-05
1997.050,3.292763e-05
1997.100,4.115132e-05
1997.150,5.435341e-05
1997.200,7.757141e-05
1997.250,1.243932e-04
1997.300,2.424638e-04
1997.350,6.993705e-04
1997.400,5.049400e-03
1997.450,1.898342e-03
1997.500,4.182031e-04
1997.550,1.804453e-04
1997.600,1.047294e-04
1997.650,7.208069e-05
1997.700,5.588998e-05
1997.750,4.642995e-05
1997.800,4.127832e-05
1997.850,3.859279e-05
1997.900,3.755892e-05
1997.950,3.778344e-05
1998.000,3.909356e-05
1998.050,4.145924e-05
1998.100,4.496576e-05
1998.150,4.981668e-05
1998.200,5.636395e-05
1998.250,6.517383e-05
1998.300,7.715312e-05
1998.350,9.379589e-05
1998.400,1.177496e-04
1998.450,1.532101e-04
1998.500,2.095231e-04
1998.550,3.064478e-04
1998.600,4.942886e-04
1998.650,9.343865e-04
1998.700,2.393110e-03
1998.750,1.314691e-02
1998.800,2.029833e-02
1998.850,2.978691e-03
1998.900,1.078560e-03
1998.950,5.626483e-04
1999.000,3.685861e-04
1999.050,3.298472e-04
1999.100,8.049463e-04
1999.150,6.531420e-04
1999.200,1.962685e-04
1999.250,1.204495e-04
1999.300,9.353293e-05
1999.350,8.504059e-05
1999.400,9.594337e-05
1999.450,1.934229e-04
1999.500,9.292669e-04
1999.550,1.857972e-04
1999.600,7.428711e-05
1999.650,4.861719e-05
1999.700,3.856782e-05
1999.750,3.422242e-05
1999.800,3.579472e-05
1999.850,4.035229e-05
1999.900,9.219642e-05
1999.950,1.985366e-04
2000.000,4.777693e-05
2000.050,4.178204e-05
2000.100,2.550241e-05
2000.150,2.273032e-05
2000.200,2.587558e-05
2000.250,4.889867e-05
2000.300,1.910802e-04
2000.350,4.408450e-05
2000.400,2.348600e-05
2000.450,1.776757e-05
2000.500,1.492897e-05
2000.550,1.374207e-05
2000.600,1.309015e-05
2000.650,1.273060e-05
2000.700,1.261105e-05
2000.750,1.282958e-05
2000.800,1.398279e-05
2000.850,2.114643e-05
2000.900,3.741115e-05
2000.950,1.582632e-05
2001.000,1.331179e-05
2001.050,1.283788e-05
2001.100,1.287564e-05
2001.150,1.323812e-05
2001.200,1.456904e-05
2001.250,1.733682e-05
2001.300,1.484946e-05
2001.350,1.523264e-05
2001.400,1.606031e-05
2001.450,1.717193e-05
2001.500,1.859931e-05
2001.550,2.043349e-05
2001.600,2.282424e-05
2001.650,2.601053e-05
2001.700,3.038534e-05
2001.750,3.662881e-05
2001.800,4.600191e-05
2001.850,6.107805e-05
2001.900,8.790633e-05
2001.950,1.409828e-04
2002.000,2.760924e-04
2002.050,8.004078e-04
2002.100,5.741589e-03
2002.150,2.118359e-03
2002.200,4.701756e-04
2002.250,2.021015e-04
2002.300,1.161741e-04
2002.350,7.876300e-05
2002.400,5.955120e-05
2002.450,4.870873e-05
2002.500,4.229376e-05
2002.550,3.848977e-05
2002.600,3.637815e-05
2002.650,3.546817e-05
2002.700,3.549506e-05
2002.750,3.632652e-05
2002.800,3.791822e-05
2002.850,4.029428e-05
2002.900,4.354290e-05
2002.950,4.782413e-05
2003.000,5.339121e-05
2003.050,6.063904e-05
2003.100,7.014535e-05
2003.150,8.273430e-05
2003.200,9.997060e-05
2003.250,1.243007e-04
2003.300,1.602623e-04
2003.350,2.171576e-04
2003.400,3.181190e-04
2003.450,5.494207e-04
2003.500,1.676729e-03
2003.550,1.724185e-03
2003.600,3.946970e-03
2003.650,2.834279e-02
2003.700,1.307615e-02
2003.750,2.636133e-03
2003.800,1.068936e-03
2003.850,5.946259e-04
2003.900,4.298648e-04
2003.950,6.523270e-04
2004.000,6.522882e-04
2004.050,2.234480e-04
2004.100,1.427403e-04
2004.150,1.114012e-04
2004.200,1.026845e-04
2004.250,1.683299e-04
2004.300,2.087638e-04
2004.350,8.155853e-05
2004.400,6.797001e-05
2004.450,1.227156e-04
2004.500,1.334117e-04
2004.550,5.036250e-05
2004.600,3.637576e-05
2004.650,3.068072e-05
2004.700,2.727171e-05
2004.750,2.487538e-05
2004.800,2.308856e-05
2004.850,2.179283e-05
2004.900,2.112861e-05
2004.950,2.228485e-05
2005.000,3.870503e-05
2005.050,2.953608e-05
2005.100,1.902193e-05
2005.150,1.689854e-05
2005.200,1.593127e-05
2005.250,1.531771e-05
2005.300,1.487715e-05
2005.350,1.455035e-05
2005.400,1.431498e-05
2005.450,1.416752e-05
2005.500,1.413139e-05
2005.550,1.434917e-05
2005.600,1.626087e-05
2005.650,1.649157e-05
2005.700,1.456937e-05
2005.750,1.449535e-05
2005.800,1.469789e-05
2005.850,1.503700e-05
2005.900,1.549702e-05
2005.950,1.609084e-05
2006.000,1.685743e-05
2006.050,1.801183e-05
2006.100,1.906047e-05
2006.150,2.037253e-05
2006.200,2.220400e-05
2006.250,2.459955e-05
2006.300,2.777717e-05
2006.350,3.210284e-05
2006.400,3.819843e-05
2006.450,4.718370e-05
2006.500,6.124150e-05
2006.550,8.510212e-05
2006.600,1.306451e-04
2006.650,2.350706e-04
2006.700,5.671500e-04
2006.750,2.725714e-03
2006.800,5.559213e-03
2006.850,8.297413e-04
2006.900,2.982040e-04
2006.950,1.564369e-04
2007.000,9.986200e-05
2007.050,7.214326e-05
2007.100,5.682284e-05
2007.150,4.774256e-05
2007.200,4.219099e-05
2007.250,3.884183e-05
2007.300,3.701833e-05
2007.350,3.647063e-05
