nu_cm-1,alpha_line1,alpha_line2,alpha_total,transmittance
7185.573,5.056769e-02,1.581264e-01,2.086941e-01,8.116435e-01
7185.574,5.168515e-02,1.621685e-01,2.138537e-01,8.074665e-01
7185.575,5.278908e-02,1.661806e-01,2.189697e-01,8.033461e-01
7185.576,5.387607e-02,1.701495e-01,2.240256e-01,7.992947e-01
7185.577,5.494263e-02,1.740618e-01,2.290044e-01,7.953250e-01
7185.578,5.598522e-02,1.779035e-01,2.338887e-01,7.914499e-01
7185.579,5.700025e-02,1.816605e-01,2.386608e-01,7.876820e-01
7185.580,5.798411e-02,1.853185e-01,2.433027e-01,7.840342e-01
7185.581,5.893321e-02,1.888631e-01,2.477963e-01,7.805189e-01
7185.582,5.984400e-02,1.922798e-01,2.521237e-01,7.771486e-01
7185.583,6.071295e-02,1.955543e-01,2.562672e-01,7.739351e-01
7185.584,6.153664e-02,1.986725e-01,2.602092e-01,7.708903e-01
7185.585,6.231177e-02,2.016208e-01,2.639326e-01,7.680253e-01
7185.586,6.303514e-02,2.043860e-01,2.674211e-01,7.653507e-01
7185.587,6.370373e-02,2.069552e-01,2.706589e-01,7.628766e-01
7185.588,6.431470e-02,2.093166e-01,2.736313e-01,7.606125e-01
7185.589,6.486542e-02,2.114588e-01,2.763242e-01,7.585669e-01
7185.590,6.535348e-02,2.133717e-01,2.787252e-01,7.567479e-01
7185.591,6.577672e-02,2.150458e-01,2.808225e-01,7.551624e-01
7185.592,6.613326e-02,2.164729e-01,2.826061e-01,7.538166e-01
7185.593,6.642150e-02,2.176459e-01,2.840674e-01,7.527159e-01
7185.594,6.664011e-02,2.185588e-01,2.851990e-01,7.518646e-01
7185.595,6.678813e-02,2.192072e-01,2.859953e-01,7.512661e-01
7185.596,6.686485e-02,2.195877e-01,2.864525e-01,7.509227e-01
7185.597,6.686994e-02,2.196983e-01,2.865682e-01,7.508359e-01
7185.598,6.680338e-02,2.195385e-01,2.863418e-01,7.510059e-01
7185.599,6.666545e-02,2.191091e-01,2.857745e-01,7.514320e-01
7185.600,6.645681e-02,2.184123e-01,2.848691e-01,7.521127e-01
7185.601,6.617839e-02,2.174516e-01,2.836300e-01,7.530452e-01
7185.602,6.583146e-02,2.162319e-01,2.820633e-01,7.542259e-01
7185.603,6.541758e-02,2.147593e-01,2.801768e-01,7.556501e-01
7185.604,6.493860e-02,2.130411e-01,2.779796e-01,7.573122e-01
7185.605,6.439663e-02,2.110857e-01,2.754824e-01,7.592058e-01
7185.606,6.379406e-02,2.089028e-01,2.726968e-01,7.613235e-01
7185.607,6.313348e-02,2.065027e-01,2.696362e-01,7.636572e-01
7185.608,6.241771e-02,2.038969e-01,2.663146e-01,7.661980e-01
7185.609,6.164975e-02,2.010975e-01,2.627472e-01,7.689362e-01
7185.610,6.083275e-02,1.981172e-01,2.589500e-01,7.718616e-01
7185.611,5.997002e-02,1.949695e-01,2.549395e-01,7.749634e-01
7185.612,5.906496e-02,1.916681e-01,2.507330e-01,7.782301e-01
7185.613,5.812108e-02,1.882271e-01,2.463482e-01,7.816500e-01
7185.614,5.714194e-02,1.846608e-01,2.418027e-01,7.852111e-01
7185.615,5.613111e-02,1.809837e-01,2.371148e-01,7.889007e-01
7185.616,5.509222e-02,1.772102e-01,2.323024e-01,7.927064e-01
7185.617,5.402885e-02,1.733546e-01,2.273834e-01,7.966153e-01
7185.618,5.294454e-02,1.694310e-01,2.223755e-01,8.006147e-01
7185.619,5.184281e-02,1.654532e-01,2.172960e-01,8.046917e-01
7185.620,5.072707e-02,1.614347e-01,2.121618e-01,8.088338e-01
7185.621,4.960065e-02,1.573885e-01,2.069891e-01,8.130285e-01
7185.622,4.846676e-02,1.533270e-01,2.017938e-01,8.172635e-01
7185.623,4.732849e-02,1.492621e-01,1.965906e-01,8.215269e-01
7185.624,4.618880e-02,1.452051e-01,1.913939e-01,8.258072e-01
7185.625,4.505049e-02,1.411666e-01,1.862171e-01,8.300934e-01
7185.626,4.391620e-02,1.371565e-01,1.810727e-01,8.343747e-01
7185.627,4.278842e-02,1.331839e-01,1.759723e-01,8.386412e-01
7185.628,4.166945e-02,1.292573e-01,1.709268e-01,8.428833e-01
7185.629,4.056144e-02,1.253844e-01,1.659459e-01,8.470921e-01
7185.630,3.946634e-02,1.215722e-01,1.610385e-01,8.512593e-01
7185.631,3.838595e-02,1.178267e-01,1.562127e-01,8.553772e-01
7185.632,3.732188e-02,1.141536e-01,1.514755e-01,8.594390e-01
7185.633,3.627556e-02,1.105575e-01,1.468331e-01,8.634381e-01
7185.634,3.524829e-02,1.070426e-01,1.422909e-01,8.673689e-01
7185.635,3.424116e-02,1.036123e-01,1.378535e-01,8.712263e-01
7185.636,3.325514e-02,1.002694e-01,1.335246e-01,8.750060e-01
7185.637,3.229103e-02,9.701608e-02,1.293071e-01,8.787041e-01
7185.638,3.134949e-02,9.385399e-02,1.252035e-01,8.823174e-01
7185.639,3.043105e-02,9.078426e-02,1.212153e-01,8.858432e-01
7185.640,2.953612e-02,8.780754e-02,1.173437e-01,8.892795e-01
7185.641,2.866496e-02,8.492403e-02,1.135890e-01,8.926248e-01
7185.642,2.781776e-02,8.213352e-02,1.099513e-01,8.958778e-01
7185.643,2.699459e-02,7.943546e-02,1.064300e-01,8.990379e-01
7185.644,2.619541e-02,7.682895e-02,1.030244e-01,9.021050e-01
7185.645,2.542012e-02,7.431280e-02,9.973292e-02,9.050791e-01
7185.646,2.466855e-02,7.188557e-02,9.655411e-02,9.079608e-01
7185.647,2.394043e-02,6.954560e-02,9.348602e-02,9.107507e-01
7185.648,2.323545e-02,6.729103e-02,9.052648e-02,9.134501e-01
7185.649,2.255324e-02,6.511987e-02,8.767312e-02,9.160603e-01
7185.650,2.189340e-02,6.302998e-02,8.492338e-02,9.185827e-01
7185.651,2.125548e-02,6.101909e-02,8.227457e-02,9.210190e-01
7185.652,2.063898e-02,5.908490e-02,7.972388e-02,9.233713e-01
7185.653,2.004340e-02,5.722501e-02,7.726841e-02,9.256414e-01
7185.654,1.946820e-02,5.543701e-02,7.490520e-02,9.278314e-01
7185.655,1.891283e-02,5.371844e-02,7.263127e-02,9.299437e-01
7185.656,1.837673e-02,5.206686e-02,7.044358e-02,9.319803e-01
7185.657,1.785932e-02,5.047982e-02,6.833913e-02,9.339437e-01
7185.658,1.736003e-02,4.895490e-02,6.631492e-02,9.358361e-01
7185.659,1.687827e-02,4.748971e-02,6.436799e-02,9.376599e-01
7185.660,1.641348e-02,4.608191e-02,6.249539e-02,9.394174e-01
7185.661,1.596508e-02,4.472918e-02,6.069426e-02,9.411109e-01
7185.662,1.553249e-02,4.342928e-02,5.896178e-02,9.427428e-01
7185.663,1.511517e-02,4.218003e-02,5.729520e-02,9.443153e-01
7185.664,1.471256e-02,4.097929e-02,5.569185e-02,9.458306e-01
7185.665,1.432411e-02,3.982501e-02,5.414912e-02,9.472908e-01
7185.666,1.394932e-02,3.871519e-02,5.266451e-02,9.486982e-01
7185.667,1.358765e-02,3.764792e-02,5.123557e-02,9.500548e-01
7185.668,1.323862e-02,3.662135e-02,4.985997e-02,9.513626e-01
7185.669,1.290173e-02,3.563369e-02,4.853542e-02,9.526236e-01
7185.670,1.257652e-02,3.468324e-02,4.725976e-02,9.538396e-01
7185.671,1.226253e-02,3.376836e-02,4.603090e-02,9.550125e-01
7185.672,1.195933e-02,3.288749e-02,4.484681e-02,9.561439e-01
7185.673,1.166648e-02,3.203911e-02,4.370559e-02,9.572357e-01
7185.674,1.138358e-02,3.122180e-02,4.260538e-02,9.582895e-01
7185.675,1.111023e-02,3.043419e-02,4.154442e-02,9.593067e-01
7185.676,1.084606e-02,2.967496e-02,4.052102e-02,9.602890e-01
7185.677,1.059070e-02,2.894286e-02,3.953357e-02,9.612377e-01
7185.678,1.034381e-02,2.823672e-02,3.858052e-02,9.621542e-01
7185.679,1.010503e-02,2.755538e-02,3.766041e-02,9.630399e-01
7185.680,9.874060e-03,2.689778e-02,3.677184e-02,9.638960e-01
7185.681,9.650582e-03,2.626288e-02,3.591346e-02,9.647238e-01
7185.682,9.434301e-03,2.564970e-02,3.508400e-02,9.655243e-01
7185.683,9.224933e-03,2.505730e-02,3.428224e-02,9.662987e-01
7185.684,9.022207e-03,2.448481e-02,3.350702e-02,9.670481e-01
7185.685,8.825862e-03,2.393137e-02,3.275723e-02,9.677735e-01
7185.686,8.635650e-03,2.339618e-02,3.203183e-02,9.684758e-01
7185.687,8.451331e-03,2.287848e-02,3.132981e-02,9.691559e-01
7185.688,8.272679e-03,2.237753e-02,3.065021e-02,9.698147e-01
7185.689,8.099475e-03,2.189264e-02,2.999212e-02,9.704532e-01
7185.690,7.931510e-03,2.142316e-02,2.935467e-02,9.710720e-01
7185.691,7.768585e-03,2.096844e-02,2.873703e-02,9.716720e-01
7185.692,7.610508e-03,2.052791e-02,2.813842e-02,9.722538e-01
7185.693,7.457097e-03,2.010098e-02,2.755808e-02,9.728182e-01
7185.694,7.308054e-03,1.968711e-02,2.699516e-02,9.733659e-01
7185.695,7.163455e-03,1.928579e-02,2.644924e-02,9.738975e-01
7185.696,7.023022e-03,1.889652e-02,2.591954e-02,9.744135e-01
7185.697,6.886603e-03,1.851883e-02,2.540543e-02,9.749146e-01
7185.698,6.754050e-03,1.815148e-02,2.490553e-02,9.754021e-01
7185.699,6.625224e-03,1.779568e-02,2.442091e-02,9.758749e-01
7185.700,6.499989e-03,1.745020e-02,2.395019e-02,9.763343e-01
7185.701,6.378217e-03,1.711462e-02,2.349284e-02,9.767810e-01
7185.702,6.259785e-03,1.678860e-02,2.304838e-02,9.772152e-01
7185.703,6.144574e-03,1.647176e-02,2.261633e-02,9.776375e-01
7185.704,6.032471e-03,1.616377e-02,2.219624e-02,9.780483e-01
7185.705,5.923369e-03,1.586431e-02,2.178768e-02,9.784480e-01
7185.706,5.817163e-03,1.557307e-02,2.139023e-02,9.788369e-01
7185.707,5.713753e-03,1.528975e-02,2.100350e-02,9.792155e-01
7185.708,5.613045e-03,1.501407e-02,2.062711e-02,9.795842e-01
7185.709,5.514946e-03,1.474576e-02,2.026070e-02,9.799432e-01
7185.710,5.419369e-03,1.448456e-02,1.990393e-02,9.802928e-01
7185.711,5.326229e-03,1.423023e-02,1.955646e-02,9.806335e-01
7185.712,5.235447e-03,1.398252e-02,1.921797e-02,9.809655e-01
7185.713,5.146943e-03,1.374122e-02,1.888816e-02,9.812891e-01
7185.714,5.060644e-03,1.350609e-02,1.856674e-02,9.816046e-01
7185.715,4.976478e-03,1.327694e-02,1.825342e-02,9.819122e-01
7185.716,4.894377e-03,1.305357e-02,1.794795e-02,9.822122e-01
7185.717,4.814274e-03,1.283578e-02,1.765005e-02,9.825048e-01
7185.718,4.736105e-03,1.262339e-02,1.735950e-02,9.827903e-01
7185.719,4.659810e-03,1.241622e-02,1.707603e-02,9.830689e-01
7185.720,4.585331e-03,1.221411e-02,1.679944e-02,9.833409e-01
7185.721,4.512610e-03,1.201689e-02,1.652950e-02,9.836064e-01
7185.722,4.441593e-03,1.182440e-02,1.626599e-02,9.838656e-01
7185.723,4.372228e-03,1.163650e-02,1.600873e-02,9.841187e-01
7185.724,4.304464e-03,1.145304e-02,1.575750e-02,9.843660e-01
7185.725,4.238254e-03,1.127388e-02,1.551214e-02,9.846076e-01
7185.726,4.173551e-03,1.109889e-02,1.527245e-02,9.848436e-01
7185.727,4.110309e-03,1.092795e-02,1.503826e-02,9.850743e-01
7185.728,4.048486e-03,1.076092e-02,1.480941e-02,9.852997e-01
7185.729,3.988039e-03,1.059769e-02,1.458573e-02,9.855201e-01
7185.730,3.928928e-03,1.043815e-02,1.436708e-02,9.857356e-01
7185.731,3.871115e-03,1.028219e-02,1.415330e-02,9.859464e-01
7185.732,3.814562e-03,1.012969e-02,1.394425e-02,9.861525e-01
7185.733,3.759234e-03,9.980563e-03,1.373980e-02,9.863542e-01
7185.734,3.705094e-03,9.834704e-03,1.353980e-02,9.865515e-01
7185.735,3.652111e-03,9.692020e-03,1.334413e-02,9.867445e-01
7185.736,3.600250e-03,9.552420e-03,1.315267e-02,9.869334e-01
7185.737,3.549481e-03,9.415815e-03,1.296530e-02,9.871184e-01
7185.738,3.499775e-03,9.282120e-03,1.278189e-02,9.872994e-01
7185.739,3.451100e-03,9.151254e-03,1.260235e-02,9.874767e-01
7185.740,3.403430e-03,9.023136e-03,1.242657e-02,9.876503e-01
7185.741,3.356737e-03,8.897692e-03,1.225443e-02,9.878204e-01
7185.742,3.310995e-03,8.774847e-03,1.208584e-02,9.879869e-01
7185.743,3.266177e-03,8.654529e-03,1.192071e-02,9.881501e-01
7185.744,3.222260e-03,8.536670e-03,1.175893e-02,9.883099e-01
7185.745,3.179220e-03,8.421204e-03,1.160042e-02,9.884666e-01
7185.746,3.137034e-03,8.308066e-03,1.144510e-02,9.886201e-01
7185.747,3.095678e-03,8.197194e-03,1.129287e-02,9.887707e-01
7185.748,3.055133e-03,8.088527e-03,1.114366e-02,9.889182e-01
7185.749,3.015376e-03,7.982009e-03,1.099738e-02,9.890629e-01
7185.750,2.976388e-03,7.877582e-03,1.085397e-02,9.892047e-01
7185.751,2.938148e-03,7.775192e-03,1.071334e-02,9.893438e-01
7185.752,2.900639e-03,7.674787e-03,1.057543e-02,9.894803e-01
7185.753,2.863841e-03,7.576316e-03,1.044016e-02,9.896142e-01
7185.754,2.827738e-03,7.479729e-03,1.030747e-02,9.897455e-01
7185.755,2.792310e-03,7.384978e-03,1.017729e-02,9.898743e-01
7185.756,2.757543e-03,7.292018e-03,1.004956e-02,9.900008e-01
7185.757,2.723419e-03,7.200803e-03,9.924221e-03,9.901249e-01
7185.758,2.689923e-03,7.111290e-03,9.801212e-03,9.902467e-01
7185.759,2.657039e-03,7.023437e-03,9.680476e-03,9.903662e-01
7185.760,2.624753e-03,6.937203e-03,9.561956e-03,9.904836e-01
7185.761,2.593051e-03,6.852548e-03,9.445600e-03,9.905989e-01
7185.762,2.561918e-03,6.769435e-03,9.331354e-03,9.907120e-01
7185.763,2.531342e-03,6.687826e-03,9.219168e-03,9.908232e-01
7185.764,2.501308e-03,6.607685e-03,9.108993e-03,9.909324e-01
7185.765,2.471804e-03,6.528977e-03,9.000782e-03,9.910396e-01
7185.766,2.442818e-03,6.451668e-03,8.894487e-03,9.911450e-01
7185.767,2.414338e-03,6.375725e-03,8.790064e-03,9.912485e-01
7185.768,2.386352e-03,6.301116e-03,8.687469e-03,9.913502e-01
7185.769,2.358849e-03,6.227810e-03,8.586660e-03,9.914501e-01
7185.770,2.331818e-03,6.155777e-03,8.487595e-03,9.915483e-01
7185.771,2.305248e-03,6.084987e-03,8.390235e-03,9.916449e-01
7185.772,2.279128e-03,6.015413e-03,8.294541e-03,9.917398e-01
7185.773,2.253449e-03,5.947025e-03,8.200474e-03,9.918331e-01
7185.774,2.228201e-03,5.879799e-03,8.107999e-03,9.919248e-01
7185.775,2.203373e-03,5.813706e-03,8.017080e-03,9.920150e-01
7185.776,2.178958e-03,5.748723e-03,7.927681e-03,9.921037e-01
7185.777,2.154946e-03,5.684823e-03,7.839769e-03,9.921909e-01
7185.778,2.131328e-03,5.621985e-03,7.753312e-03,9.922767e-01
7185.779,2.108095e-03,5.560183e-03,7.668278e-03,9.923610e-01
7185.780,2.085239e-03,5.499395e-03,7.584634e-03,9.924441e-01
7185.781,2.062753e-03,5.439600e-03,7.502352e-03,9.925257e-01
7185.782,2.040627e-03,5.380775e-03,7.421402e-03,9.926061e-01
7185.783,2.018855e-03,5.322900e-03,7.341756e-03,9.926851e-01
7185.784,1.997430e-03,5.265955e-03,7.263384e-03,9.927629e-01
7185.785,1.976343e-03,5.209919e-03,7.186261e-03,9.928395e-01
7185.786,1.955587e-03,5.154773e-03,7.110361e-03,9.929149e-01
7185.787,1.935157e-03,5.100499e-03,7.035656e-03,9.929890e-01
7185.788,1.915044e-03,5.047079e-03,6.962123e-03,9.930621e-01
7185.789,1.895243e-03,4.994494e-03,6.889737e-03,9.931339e-01
7185.790,1.875747e-03,4.942727e-03,6.818474e-03,9.932047e-01
7185.791,1.856550e-03,4.891761e-03,6.748311e-03,9.932744e-01
7185.792,1.837646e-03,4.841581e-03,6.679226e-03,9.933430e-01
7185.793,1.819028e-03,4.792169e-03,6.611197e-03,9.934106e-01
7185.794,1.800692e-03,4.743510e-03,6.544202e-03,9.934772e-01
7185.795,1.782631e-03,4.695589e-03,6.478220e-03,9.935427e-01
7185.796,1.764841e-03,4.648391e-03,6.413232e-03,9.936073e-01
7185.797,1.747315e-03,4.601902e-03,6.349216e-03,9.936709e-01
7185.798,1.730048e-03,4.556107e-03,6.286155e-03,9.937336e-01
7185.799,1.713036e-03,4.510993e-03,6.224028e-03,9.937953e-01
7185.800,1.696273e-03,4.466546e-03,6.162819e-03,9.938561e-01
7185.801,1.679755e-03,4.422753e-03,6.102508e-03,9.939161e-01
7185.802,1.663476e-03,4.379602e-03,6.043078e-03,9.939751e-01
7185.803,1.647433e-03,4.337079e-03,5.984512e-03,9.940334e-01
7185.804,1.631620e-03,4.295173e-03,5.926794e-03,9.940907e-01
7185.805,1.616034e-03,4.253873e-03,5.869907e-03,9.941473e-01
7185.806,1.600670e-03,4.213165e-03,5.813835e-03,9.942030e-01
7185.807,1.585524e-03,4.173039e-03,5.758563e-03,9.942580e-01
7185.808,1.570591e-03,4.133485e-03,5.704076e-03,9.943122e-01
7185.809,1.555868e-03,4.094490e-03,5.650358e-03,9.943656e-01
7185.810,1.541351e-03,4.056045e-03,5.597396e-03,9.944182e-01
7185.811,1.527037e-03,4.018139e-03,5.545176e-03,9.944702e-01
7185.812,1.512920e-03,3.980763e-03,5.493683e-03,9.945214e-01
7185.813,1.498998e-03,3.943906e-03,5.442904e-03,9.945719e-01
7185.814,1.485267e-03,3.907559e-03,5.392826e-03,9.946217e-01
7185.815,1.471724e-03,3.871712e-03,5.343436e-03,9.946708e-01
7185.816,1.458365e-03,3.836357e-03,5.294722e-03,9.947193e-01
7185.817,1.445187e-03,3.801484e-03,5.246671e-03,9.947671e-01
7185.818,1.432186e-03,3.767085e-03,5.199271e-03,9.948142e-01
7185.819,1.419360e-03,3.733151e-03,5.152511e-03,9.948607e-01
7185.820,1.406706e-03,3.699673e-03,5.106379e-03,9.949066e-01
7185.821,1.394219e-03,3.666645e-03,5.060864e-03,9.949519e-01
7185.822,1.381898e-03,3.634057e-03,5.015955e-03,9.949966e-01
7185.823,1.369740e-03,3.601901e-03,4.971641e-03,9.950407e-01
7185.824,1.357741e-03,3.570171e-03,4.927912e-03,9.950842e-01
7185.825,1.345899e-03,3.538859e-03,4.884758e-03,9.951272e-01
7185.826,1.334211e-03,3.507957e-03,4.842168e-03,9.951695e-01
7185.827,1.322675e-03,3.477458e-03,4.800133e-03,9.952114e-01
7185.828,1.311287e-03,3.447356e-03,4.758643e-03,9.952527e-01
7185.829,1.300046e-03,3.417643e-03,4.717689e-03,9.952934e-01
7185.830,1.288949e-03,3.388312e-03,4.677261e-03,9.953337e-01
7185.831,1.277993e-03,3.359358e-03,4.637351e-03,9.953734e-01
7185.832,1.267176e-03,3.330774e-03,4.597950e-03,9.954126e-01
7185.833,1.256496e-03,3.302553e-03,4.559049e-03,9.954513e-01
7185.834,1.245950e-03,3.274690e-03,4.520639e-03,9.954896e-01
7185.835,1.235536e-03,3.247178e-03,4.482713e-03,9.955273e-01
7185.836,1.225252e-03,3.220011e-03,4.445263e-03,9.955646e-01
7185.837,1.215096e-03,3.193184e-03,4.408280e-03,9.956014e-01
7185.838,1.205065e-03,3.166691e-03,4.371756e-03,9.956378e-01
7185.839,1.195158e-03,3.140527e-03,4.335685e-03,9.956737e-01
7185.840,1.185373e-03,3.114686e-03,4.300059e-03,9.957092e-01
7185.841,1.175707e-03,3.089162e-03,4.264870e-03,9.957442e-01
7185.842,1.166159e-03,3.063952e-03,4.230111e-03,9.957788e-01
7185.843,1.156727e-03,3.039049e-03,4.195775e-03,9.958130e-01
7185.844,1.147409e-03,3.014448e-03,4.161856e-03,9.958468e-01
7185.845,1.138202e-03,2.990145e-03,4.128347e-03,9.958802e-01
7185.846,1.129106e-03,2.966135e-03,4.095241e-03,9.959131e-01
7185.847,1.120119e-03,2.942413e-03,4.062532e-03,9.959457e-01
7185.848,1.111238e-03,2.918975e-03,4.030213e-03,9.959779e-01
7185.849,1.102463e-03,2.895816e-03,3.998278e-03,9.960097e-01
7185.850,1.093791e-03,2.872931e-03,3.966722e-03,9.960411e-01
7185.851,1.085220e-03,2.850317e-03,3.935538e-03,9.960722e-01
7185.852,1.076750e-03,2.827969e-03,3.904720e-03,9.961029e-01
7185.853,1.068379e-03,2.805883e-03,3.874262e-03,9.961332e-01
7185.854,1.060105e-03,2.784055e-03,3.844160e-03,9.961632e-01
7185.855,1.051927e-03,2.762481e-03,3.814408e-03,9.961929e-01
7185.856,1.043843e-03,2.741156e-03,3.784999e-03,9.962222e-01
7185.857,1.035851e-03,2.720078e-03,3.755930e-03,9.962511e-01
7185.858,1.027952e-03,2.699242e-03,3.727194e-03,9.962797e-01
7185.859,1.020142e-03,2.678645e-03,3.698786e-03,9.963080e-01
7185.860,1.012420e-03,2.658282e-03,3.670703e-03,9.963360e-01
7185.861,1.004786e-03,2.638152e-03,3.642938e-03,9.963637e-01
7185.862,9.972381e-04,2.618249e-03,3.615487e-03,9.963910e-01
7185.863,9.897747e-04,2.598570e-03,3.588345e-03,9.964181e-01
7185.864,9.823948e-04,2.579113e-03,3.561508e-03,9.964448e-01
7185.865,9.750970e-04,2.559873e-03,3.534970e-03,9.964713e-01
7185.866,9.678802e-04,2.540848e-03,3.508729e-03,9.964974e-01
7185.867,9.607432e-04,2.522035e-03,3.482778e-03,9.965233e-01
7185.868,9.536848e-04,2.503430e-03,3.457115e-03,9.965489e-01
7185.869,9.467038e-04,2.485030e-03,3.431734e-03,9.965741e-01
7185.870,9.397992e-04,2.466832e-03,3.406631e-03,9.965992e-01
7185.871,9.329699e-04,2.448834e-03,3.381803e-03,9.966239e-01
7185.872,9.262146e-04,2.431031e-03,3.357246e-03,9.966484e-01
7185.873,9.195325e-04,2.413423e-03,3.332955e-03,9.966726e-01
7185.874,9.129223e-04,2.396005e-03,3.308927e-03,9.966965e-01
7185.875,9.063831e-04,2.378775e-03,3.285158e-03,9.967202e-01
7185.876,8.999139e-04,2.361730e-03,3.261644e-03,9.967437e-01
7185.877,8.935137e-04,2.344868e-03,3.238382e-03,9.967669e-01
7185.878,8.871815e-04,2.328186e-03,3.215368e-03,9.967898e-01
7185.879,8.809164e-04,2.311682e-03,3.192598e-03,9.968125e-01
7185.880,8.747173e-04,2.295352e-03,3.170070e-03,9.968349e-01
7185.881,8.685835e-04,2.279195e-03,3.147779e-03,9.968572e-01
7185.882,8.625139e-04,2.263208e-03,3.125722e-03,9.968792e-01
7185.883,8.565076e-04,2.247389e-03,3.103897e-03,9.969009e-01
7185.884,8.505639e-04,2.231735e-03,3.082299e-03,9.969224e-01
7185.885,8.446818e-04,2.216244e-03,3.060926e-03,9.969438e-01
7185.886,8.388604e-04,2.200914e-03,3.039775e-03,9.969648e-01
7185.887,8.330990e-04,2.185743e-03,3.018842e-03,9.969857e-01
7185.888,8.273968e-04,2.170728e-03,2.998124e-03,9.970064e-01
7185.889,8.217529e-04,2.155867e-03,2.977620e-03,9.970268e-01
7185.890,8.161665e-04,2.141158e-03,2.957325e-03,9.970470e-01
7185.891,8.106368e-04,2.126600e-03,2.937236e-03,9.970671e-01
7185.892,8.051631e-04,2.112189e-03,2.917352e-03,9.970869e-01
7185.893,7.997447e-04,2.097925e-03,2.897669e-03,9.971065e-01
7185.894,7.943807e-04,2.083804e-03,2.878185e-03,9.971260e-01
7185.895,7.890706e-04,2.069826e-03,2.858897e-03,9.971452e-01
7185.896,7.838134e-04,2.055988e-03,2.839801e-03,9.971642e-01
7185.897,7.786086e-04,2.042288e-03,2.820897e-03,9.971831e-01
7185.898,7.734555e-04,2.028725e-03,2.802181e-03,9.972017e-01
7185.899,7.683533e-04,2.015297e-03,2.783650e-03,9.972202e-01
7185.900,7.633015e-04,2.002001e-03,2.765303e-03,9.972385e-01
7185.901,7.582992e-04,1.988837e-03,2.747136e-03,9.972566e-01
7185.902,7.533460e-04,1.975802e-03,2.729148e-03,9.972746e-01
7185.903,7.484411e-04,1.962895e-03,2.711336e-03,9.972923e-01
7185.904,7.435840e-04,1.950114e-03,2.693698e-03,9.973099e-01
7185.905,7.387740e-04,1.937458e-03,2.676232e-03,9.973273e-01
7185.906,7.340104e-04,1.924925e-03,2.658935e-03,9.973446e-01
7185.907,7.292928e-04,1.912512e-03,2.641805e-03,9.973617e-01
7185.908,7.246205e-04,1.900220e-03,2.624840e-03,9.973786e-01
7185.909,7.199930e-04,1.888045e-03,2.608038e-03,9.973954e-01
7185.910,7.154096e-04,1.875988e-03,2.591397e-03,9.974120e-01
7185.911,7.108698e-04,1.864045e-03,2.574915e-03,9.974284e-01
7185.912,7.063731e-04,1.852216e-03,2.558589e-03,9.974447e-01
7185.913,7.018714e-04,1.840500e-03,2.542371e-03,9.974609e-01
7185.914,6.974600e-04,1.828894e-03,2.526354e-03,9.974768e-01
7185.915,6.930902e-04,1.817398e-03,2.510488e-03,9.974927e-01
7185.916,6.887612e-04,1.806010e-03,2.494771e-03,9.975083e-01
7185.917,6.844726e-04,1.794611e-03,2.479084e-03,9.975240e-01
7185.918,6.802240e-04,1.783437e-03,2.463661e-03,9.975394e-01
7185.919,6.760148e-04,1.772368e-03,2.448382e-03,9.975546e-01
7185.920,6.718445e-04,1.761401e-03,2.433245e-03,9.975697e-01
7185.921,6.677127e-04,1.750535e-03,2.418248e-03,9.975847e-01
7185.922,6.636188e-04,1.739770e-03,2.403389e-03,9.975995e-01
7185.923,6.595625e-04,1.729104e-03,2.388667e-03,9.976142e-01
7185.924,6.555432e-04,1.718536e-03,2.374079e-03,9.976287e-01
7185.925,6.515606e-04,1.708064e-03,2.359625e-03,9.976432e-01
7185.926,6.476141e-04,1.697688e-03,2.345302e-03,9.976574e-01
7185.927,6.437033e-04,1.687406e-03,2.331109e-03,9.976716e-01
7185.928,6.398279e-04,1.677217e-03,2.317045e-03,9.976856e-01
7185.929,6.359873e-04,1.667120e-03,2.303108e-03,9.976995e-01
7185.930,6.321812e-04,1.657114e-03,2.289296e-03,9.977133e-01
7185.931,6.284092e-04,1.647198e-03,2.275608e-03,9.977270e-01
7185.932,6.246708e-04,1.637371e-03,2.262042e-03,9.977405e-01
7185.933,6.209656e-04,1.627632e-03,2.248597e-03,9.977539e-01
7185.934,6.172933e-04,1.617979e-03,2.235272e-03,9.977672e-01
7185.935,6.136535e-04,1.608411e-03,2.222065e-03,9.977804e-01
7185.936,6.100457e-04,1.598929e-03,2.208975e-03,9.977935e-01
7185.937,6.064697e-04,1.589530e-03,2.196000e-03,9.978064e-01
7185.938,6.029250e-04,1.580214e-03,2.183138e-03,9.978192e-01
7185.939,5.994113e-04,1.570979e-03,2.170390e-03,9.978320e-01
7185.940,5.959282e-04,1.561825e-03,2.157753e-03,9.978446e-01
7185.941,5.924753e-04,1.552751e-03,2.145226e-03,9.978571e-01
7185.942,5.890524e-04,1.543756e-03,2.132808e-03,9.978695e-01
7185.943,5.856590e-04,1.534838e-03,2.120497e-03,9.978817e-01
7185.944,5.822949e-04,1.525998e-03,2.108293e-03,9.978939e-01
7185.945,5.789596e-04,1.517234e-03,2.096194e-03,9.979060e-01
7185.946,5.756529e-04,1.508545e-03,2.084198e-03,9.979180e-01
7185.947,5.723745e-04,1.499931e-03,2.072305e-03,9.979298e-01
7185.948,5.691240e-04,1.491390e-03,2.060514e-03,9.979416e-01
7185.949,5.659011e-04,1.482922e-03,2.048823e-03,9.979533e-01
